customer_id,recharge_in_first_3_months,recharge_in_recent_month,frequency_trend
CUST43523,1,1,Stable
CUST43524,4,4,Stable
CUST43525,1,1,Stable
CUST43527,1,2,increasing
CUST43528,8,6,decreasing
CUST43529,3,1,decreasing
CUST43530,2,3,increasing
CUST43531,6,8,increasing
CUST43532,2,1,decreasing
CUST43533,2,2,Stable
CUST43534,33,34,increasing
CUST43535,7,1,decreasing
CUST43536,1,1,Stable
CUST43537,1,1,Stable
CUST43538,2,4,increasing
CUST43539,4,2,decreasing
CUST43540,2,1,decreasing
CUST43541,3,4,increasing
CUST43542,1,2,increasing
CUST43544,1,1,Stable
CUST43545,15,12,decreasing
CUST43546,4,4,Stable
CUST43548,2,1,decreasing
CUST43549,36,36,Stable
CUST43550,3,2,decreasing
CUST43553,10,10,Stable
CUST43556,9,6,decreasing
CUST43557,10,10,Stable
CUST43559,1,1,Stable
CUST43560,4,4,Stable
CUST43561,1,1,Stable
CUST43562,5,4,decreasing
CUST43563,2,1,decreasing
CUST43564,2,2,Stable
CUST43565,6,2,decreasing
CUST43567,1,1,Stable
CUST43569,1,1,Stable
CUST43570,21,22,increasing
CUST43571,1,1,Stable
CUST43572,2,2,Stable
CUST43573,4,4,Stable
CUST43574,1,7,increasing
CUST43576,2,2,Stable
CUST43578,3,8,increasing
CUST43580,1,1,Stable
CUST43581,7,7,Stable
CUST43582,30,30,Stable
CUST43583,1,1,Stable
CUST43584,21,20,decreasing
CUST43585,1,1,Stable
CUST43586,2,2,Stable
CUST43587,2,2,Stable
CUST43588,3,5,increasing
CUST43589,1,1,Stable
CUST43591,2,2,Stable
CUST43592,4,2,decreasing
CUST43593,1,1,Stable
CUST43595,2,1,decreasing
CUST43596,33,33,Stable
CUST43597,1,1,Stable
CUST43598,4,2,decreasing
CUST43599,1,1,Stable
CUST43600,3,4,increasing
CUST43601,6,5,decreasing
CUST43604,2,3,increasing
CUST43605,1,2,increasing
CUST43606,12,10,decreasing
CUST43607,1,2,increasing
CUST43608,5,5,Stable
CUST43609,1,1,Stable
CUST43610,4,3,decreasing
CUST43612,2,2,Stable
CUST43613,1,1,Stable
CUST43614,1,1,Stable
CUST43615,1,2,increasing
CUST43616,2,1,decreasing
CUST43617,12,10,decreasing
CUST43618,1,1,Stable
CUST43619,19,19,Stable
CUST43620,1,1,Stable
CUST43621,4,2,decreasing
CUST43622,1,2,increasing
CUST43623,3,2,decreasing
CUST43625,2,2,Stable
CUST43626,4,3,decreasing
CUST43627,2,2,Stable
CUST43631,3,2,decreasing
CUST43632,2,1,decreasing
CUST43633,2,2,Stable
CUST43634,2,2,Stable
CUST43635,7,6,decreasing
CUST43636,7,3,decreasing
CUST43637,1,1,Stable
CUST43638,4,4,Stable
CUST43639,1,2,increasing
CUST43640,2,1,decreasing
CUST43641,2,2,Stable
CUST43642,2,2,Stable
CUST43643,3,2,decreasing
CUST43644,6,6,Stable
CUST43645,4,7,increasing
CUST43646,1,1,Stable
CUST43647,1,1,Stable
CUST43648,1,2,increasing
CUST43649,1,3,increasing
CUST43650,2,2,Stable
CUST43651,2,2,Stable
CUST43652,3,3,Stable
CUST43653,10,10,Stable
CUST43655,4,4,Stable
CUST43656,2,2,Stable
CUST43657,5,8,increasing
CUST43658,3,3,Stable
CUST43659,22,22,Stable
CUST43660,3,3,Stable
CUST43662,2,2,Stable
CUST43664,1,3,increasing
CUST43666,2,1,decreasing
CUST43667,12,3,decreasing
CUST43668,1,1,Stable
CUST43670,3,2,decreasing
CUST43671,5,2,decreasing
CUST43672,9,5,decreasing
CUST43674,4,1,decreasing
CUST43676,2,1,decreasing
CUST43677,1,3,increasing
CUST43678,4,5,increasing
CUST43679,1,1,Stable
CUST43680,1,2,increasing
CUST43681,4,2,decreasing
CUST43683,1,1,Stable
CUST43684,4,3,decreasing
CUST43685,1,4,increasing
CUST43686,11,9,decreasing
CUST43687,22,22,Stable
CUST43688,3,2,decreasing
CUST43689,1,1,Stable
CUST43690,1,1,Stable
CUST43691,2,2,Stable
CUST43693,3,3,Stable
CUST43694,2,2,Stable
CUST43695,5,5,Stable
CUST43696,2,3,increasing
CUST43698,2,1,decreasing
CUST43699,1,2,increasing
CUST43700,2,2,Stable
CUST43701,1,1,Stable
CUST43702,2,2,Stable
CUST43703,4,3,decreasing
CUST43704,4,4,Stable
CUST43706,2,2,Stable
CUST43707,1,3,increasing
CUST43708,3,4,increasing
CUST43709,4,4,Stable
CUST43710,2,2,Stable
CUST43712,1,1,Stable
CUST43714,3,2,decreasing
CUST43715,5,4,decreasing
CUST43716,4,3,decreasing
CUST43717,5,7,increasing
CUST43719,2,1,decreasing
CUST43721,1,5,increasing
CUST43722,2,2,Stable
CUST43723,4,5,increasing
CUST43724,17,11,decreasing
CUST43725,1,2,increasing
CUST43726,26,21,decreasing
CUST43728,1,2,increasing
CUST43729,10,10,Stable
CUST43730,3,3,Stable
CUST43731,2,2,Stable
CUST43732,9,7,decreasing
CUST43733,3,3,Stable
CUST43734,3,2,decreasing
CUST43735,7,5,decreasing
CUST43736,11,17,increasing
CUST43737,6,3,decreasing
CUST43739,9,13,increasing
CUST43740,2,1,decreasing
CUST43741,3,5,increasing
CUST43742,3,4,increasing
CUST43743,1,2,increasing
CUST43744,5,1,decreasing
CUST43746,2,2,Stable
CUST43747,2,2,Stable
CUST43748,2,1,decreasing
CUST43749,4,2,decreasing
CUST43750,19,19,Stable
CUST43752,5,5,Stable
CUST43754,2,2,Stable
CUST43755,2,2,Stable
CUST43756,2,2,Stable
CUST43757,3,4,increasing
CUST43758,2,2,Stable
CUST43760,1,3,increasing
CUST43761,1,1,Stable
CUST43763,3,8,increasing
CUST43764,13,13,Stable
CUST43765,2,1,decreasing
CUST43766,3,1,decreasing
CUST43768,5,5,Stable
CUST43769,1,1,Stable
CUST43770,1,2,increasing
CUST43771,3,3,Stable
CUST43772,1,2,increasing
CUST43773,3,4,increasing
CUST43774,1,1,Stable
CUST43775,4,2,decreasing
CUST43776,2,1,decreasing
CUST43777,8,4,decreasing
CUST43778,13,14,increasing
CUST43780,1,2,increasing
CUST43782,3,4,increasing
CUST43783,5,5,Stable
CUST43786,3,4,increasing
CUST43787,2,3,increasing
CUST43788,4,3,decreasing
CUST43789,7,5,decreasing
CUST43790,2,5,increasing
CUST43791,2,3,increasing
CUST43792,7,7,Stable
CUST43793,11,7,decreasing
CUST43794,4,4,Stable
CUST43795,2,2,Stable
CUST43798,4,5,increasing
CUST43799,1,3,increasing
CUST43800,14,10,decreasing
CUST43801,5,8,increasing
CUST43802,2,2,Stable
CUST43803,1,1,Stable
CUST43804,28,28,Stable
CUST43805,3,1,decreasing
CUST43806,4,3,decreasing
CUST43807,2,2,Stable
CUST43808,1,1,Stable
CUST43809,4,5,increasing
CUST43810,1,1,Stable
CUST43811,1,2,increasing
CUST43813,1,2,increasing
CUST43816,5,3,decreasing
CUST43817,9,15,increasing
CUST43818,3,2,decreasing
CUST43819,6,4,decreasing
CUST43820,24,24,Stable
CUST43821,11,11,Stable
CUST43822,1,2,increasing
CUST43823,3,5,increasing
CUST43824,2,5,increasing
CUST43825,1,1,Stable
CUST43826,1,1,Stable
CUST43827,11,10,decreasing
CUST43829,4,4,Stable
CUST43830,4,1,decreasing
CUST43832,1,1,Stable
CUST43833,2,7,increasing
CUST43835,1,3,increasing
CUST43836,2,1,decreasing
CUST43837,16,9,decreasing
CUST43838,2,1,decreasing
CUST43839,11,11,Stable
CUST43843,2,6,increasing
CUST43844,1,2,increasing
CUST43845,5,5,Stable
CUST43846,2,3,increasing
CUST43847,8,9,increasing
CUST43848,7,7,Stable
CUST43849,2,2,Stable
CUST43850,7,7,Stable
CUST43851,6,6,Stable
CUST43852,29,29,Stable
CUST43853,3,2,decreasing
CUST43855,8,8,Stable
CUST43857,5,1,decreasing
CUST43858,1,1,Stable
CUST43859,1,2,increasing
CUST43860,2,7,increasing
CUST43861,2,2,Stable
CUST43862,1,2,increasing
CUST43863,20,20,Stable
CUST43864,1,2,increasing
CUST43865,3,1,decreasing
CUST43867,1,2,increasing
CUST43868,23,16,decreasing
CUST43869,1,1,Stable
CUST43870,1,2,increasing
CUST43871,2,1,decreasing
CUST43872,3,3,Stable
CUST43873,1,1,Stable
CUST43874,2,3,increasing
CUST43875,1,1,Stable
CUST43876,4,1,decreasing
CUST43877,4,5,increasing
CUST43878,4,4,Stable
CUST43879,1,1,Stable
CUST43880,2,3,increasing
CUST43881,4,3,decreasing
CUST43882,4,6,increasing
CUST43883,2,2,Stable
CUST43884,4,1,decreasing
CUST43885,7,6,decreasing
CUST43886,6,7,increasing
CUST43887,2,2,Stable
CUST43888,1,1,Stable
CUST43889,1,1,Stable
CUST43892,3,1,decreasing
CUST43896,2,3,increasing
CUST43897,4,3,decreasing
CUST43898,5,11,increasing
CUST43899,1,1,Stable
CUST43900,2,2,Stable
CUST43901,3,4,increasing
CUST43902,1,1,Stable
CUST43904,1,1,Stable
CUST43905,4,2,decreasing
CUST43906,7,3,decreasing
CUST43907,3,2,decreasing
CUST43909,2,4,increasing
CUST43910,1,1,Stable
CUST43912,25,25,Stable
CUST43913,1,1,Stable
CUST43914,2,4,increasing
CUST43917,6,7,increasing
CUST43918,1,2,increasing
CUST43919,7,1,decreasing
CUST43920,6,5,decreasing
CUST43921,1,1,Stable
CUST43922,3,2,decreasing
CUST43923,1,1,Stable
CUST43924,1,1,Stable
CUST43926,3,2,decreasing
CUST43927,6,4,decreasing
CUST43928,6,9,increasing
CUST43929,1,2,increasing
CUST43930,8,8,Stable
CUST43931,3,4,increasing
CUST43932,11,9,decreasing
CUST43933,1,1,Stable
CUST43934,1,1,Stable
CUST43935,1,2,increasing
CUST43936,2,1,decreasing
CUST43937,2,1,decreasing
CUST43938,6,7,increasing
CUST43940,1,1,Stable
CUST43941,1,4,increasing
CUST43942,1,2,increasing
CUST43943,4,4,Stable
CUST43944,2,1,decreasing
CUST43945,2,3,increasing
CUST43946,1,2,increasing
CUST43947,2,6,increasing
CUST43948,5,3,decreasing
CUST43950,5,5,Stable
CUST43951,3,3,Stable
CUST43952,1,1,Stable
CUST43953,2,6,increasing
CUST43954,2,2,Stable
CUST43955,23,21,decreasing
CUST43956,3,3,Stable
CUST43957,3,1,decreasing
CUST43958,2,2,Stable
CUST43960,5,1,decreasing
CUST43963,1,4,increasing
CUST43964,5,5,Stable
CUST43965,17,16,decreasing
CUST43966,1,1,Stable
CUST43967,1,3,increasing
CUST43968,6,4,decreasing
CUST43969,1,2,increasing
CUST43970,1,1,Stable
CUST43971,5,6,increasing
CUST43972,5,5,Stable
CUST43973,2,1,decreasing
CUST43974,2,3,increasing
CUST43975,3,3,Stable
CUST43976,16,14,decreasing
CUST43977,2,2,Stable
CUST43978,2,1,decreasing
CUST43981,4,4,Stable
CUST43982,1,1,Stable
CUST43983,3,4,increasing
CUST43984,4,3,decreasing
CUST43985,1,1,Stable
CUST43986,1,1,Stable
CUST43987,5,3,decreasing
CUST43988,5,6,increasing
CUST43989,3,3,Stable
CUST43990,1,2,increasing
CUST43991,10,7,decreasing
CUST43992,1,1,Stable
CUST43993,1,1,Stable
CUST43994,2,2,Stable
CUST43995,3,4,increasing
CUST43996,4,3,decreasing
CUST43997,4,4,Stable
CUST43998,1,2,increasing
CUST43999,1,1,Stable
CUST44000,3,1,decreasing
CUST44001,4,7,increasing
CUST44003,2,1,decreasing
CUST44004,5,6,increasing
CUST44005,1,1,Stable
CUST44006,2,2,Stable
CUST44007,5,1,decreasing
CUST44008,1,1,Stable
CUST44009,4,2,decreasing
CUST44010,3,1,decreasing
CUST44011,1,1,Stable
CUST44013,3,1,decreasing
CUST44014,1,3,increasing
CUST44015,3,3,Stable
CUST44016,4,4,Stable
CUST44017,5,2,decreasing
CUST44018,4,2,decreasing
CUST44019,1,1,Stable
CUST44021,1,1,Stable
CUST44022,4,3,decreasing
CUST44023,1,2,increasing
CUST44024,3,4,increasing
CUST44025,6,3,decreasing
CUST44026,1,1,Stable
CUST44027,4,7,increasing
CUST44028,1,1,Stable
CUST44030,3,1,decreasing
CUST44031,1,1,Stable
CUST44032,4,4,Stable
CUST44033,5,5,Stable
CUST44034,30,30,Stable
CUST44035,1,1,Stable
CUST44036,1,1,Stable
CUST44037,5,9,increasing
CUST44038,3,1,decreasing
CUST44039,3,3,Stable
CUST44041,4,6,increasing
CUST44042,2,2,Stable
CUST44044,2,2,Stable
CUST44045,1,1,Stable
CUST44046,9,5,decreasing
CUST44047,3,2,decreasing
CUST44048,2,1,decreasing
CUST44049,3,3,Stable
CUST44050,4,3,decreasing
CUST44051,6,6,Stable
CUST44052,1,1,Stable
CUST44053,1,1,Stable
CUST44054,5,2,decreasing
CUST44056,4,9,increasing
CUST44057,1,1,Stable
CUST44058,7,4,decreasing
CUST44059,1,2,increasing
CUST44060,3,1,decreasing
CUST44061,5,1,decreasing
CUST44062,2,3,increasing
CUST44063,2,1,decreasing
CUST44064,2,2,Stable
CUST44065,6,6,Stable
CUST44066,4,3,decreasing
CUST44067,1,2,increasing
CUST44069,2,1,decreasing
CUST44071,1,1,Stable
CUST44072,5,4,decreasing
CUST44073,3,1,decreasing
CUST44074,1,1,Stable
CUST44075,2,1,decreasing
CUST44079,1,1,Stable
CUST44081,8,6,decreasing
CUST44082,2,2,Stable
CUST44084,9,6,decreasing
CUST44085,14,11,decreasing
CUST44087,4,4,Stable
CUST44088,5,7,increasing
CUST44092,3,2,decreasing
CUST44093,12,12,Stable
CUST44094,1,1,Stable
CUST44095,2,3,increasing
CUST44096,1,1,Stable
CUST44097,10,9,decreasing
CUST44098,4,5,increasing
CUST44099,7,6,decreasing
CUST44100,2,1,decreasing
CUST44101,1,3,increasing
CUST44102,1,1,Stable
CUST44103,3,3,Stable
CUST44104,2,1,decreasing
CUST44105,39,39,Stable
CUST44106,2,2,Stable
CUST44107,3,2,decreasing
CUST44108,1,2,increasing
CUST44109,1,1,Stable
CUST44110,23,23,Stable
CUST44111,1,2,increasing
CUST44113,5,3,decreasing
CUST44114,6,3,decreasing
CUST44115,8,10,increasing
CUST44116,4,4,Stable
CUST44117,8,5,decreasing
CUST44118,3,3,Stable
CUST44119,2,4,increasing
CUST44121,2,3,increasing
CUST44122,2,1,decreasing
CUST44123,2,3,increasing
CUST44125,3,5,increasing
CUST44126,22,22,Stable
CUST44128,5,5,Stable
CUST44129,5,2,decreasing
CUST44130,6,2,decreasing
CUST44131,1,1,Stable
CUST44132,6,5,decreasing
CUST44133,2,1,decreasing
CUST44134,1,1,Stable
CUST44136,2,1,decreasing
CUST44137,30,30,Stable
CUST44138,1,1,Stable
CUST44139,4,3,decreasing
CUST44140,5,6,increasing
CUST44141,5,3,decreasing
CUST44142,1,1,Stable
CUST44143,3,3,Stable
CUST44144,4,2,decreasing
CUST44145,4,12,increasing
CUST44146,3,3,Stable
CUST44147,2,2,Stable
CUST44148,1,1,Stable
CUST44151,4,1,decreasing
CUST44153,1,1,Stable
CUST44154,2,1,decreasing
CUST44155,5,3,decreasing
CUST44156,1,2,increasing
CUST44157,2,2,Stable
CUST44159,1,1,Stable
CUST44160,4,1,decreasing
CUST44161,2,2,Stable
CUST44162,1,1,Stable
CUST44163,2,3,increasing
CUST44164,22,22,Stable
CUST44165,1,2,increasing
CUST44166,1,1,Stable
CUST44168,2,1,decreasing
CUST44169,2,1,decreasing
CUST44170,2,2,Stable
CUST44171,6,3,decreasing
CUST44172,4,2,decreasing
CUST44173,1,1,Stable
CUST44174,1,1,Stable
CUST44175,3,3,Stable
CUST44176,3,5,increasing
CUST44177,34,34,Stable
CUST44178,1,1,Stable
CUST44179,3,1,decreasing
CUST44180,9,5,decreasing
CUST44181,3,1,decreasing
CUST44182,2,2,Stable
CUST44183,2,1,decreasing
CUST44184,2,2,Stable
CUST44186,2,2,Stable
CUST44188,2,2,Stable
CUST44190,4,2,decreasing
CUST44191,1,4,increasing
CUST44192,1,1,Stable
CUST44193,3,4,increasing
CUST44194,12,11,decreasing
CUST44195,3,4,increasing
CUST44196,2,1,decreasing
CUST44197,1,1,Stable
CUST44199,1,1,Stable
CUST44200,2,2,Stable
CUST44201,1,3,increasing
CUST44202,4,5,increasing
CUST44203,1,1,Stable
CUST44204,1,2,increasing
CUST44205,34,28,decreasing
CUST44206,2,1,decreasing
CUST44207,34,34,Stable
CUST44208,2,3,increasing
CUST44209,2,2,Stable
CUST44210,1,1,Stable
CUST44211,3,3,Stable
CUST44212,5,2,decreasing
CUST44213,2,1,decreasing
CUST44214,3,3,Stable
CUST44215,1,1,Stable
CUST44216,1,2,increasing
CUST44217,10,10,Stable
CUST44218,2,1,decreasing
CUST44219,1,1,Stable
CUST44220,1,2,increasing
CUST44221,2,1,decreasing
CUST44222,2,3,increasing
CUST44223,4,4,Stable
CUST44224,13,13,Stable
CUST44225,1,2,increasing
CUST44226,5,3,decreasing
CUST44227,2,1,decreasing
CUST44228,1,1,Stable
CUST44229,5,2,decreasing
CUST44230,6,7,increasing
CUST44231,2,2,Stable
CUST44232,1,1,Stable
CUST44233,5,2,decreasing
CUST44234,1,2,increasing
CUST44236,1,1,Stable
CUST44237,3,1,decreasing
CUST44238,3,3,Stable
CUST44239,4,2,decreasing
CUST44240,21,26,increasing
CUST44241,1,3,increasing
CUST44242,2,2,Stable
CUST44243,7,4,decreasing
CUST44244,2,2,Stable
CUST44245,29,26,decreasing
CUST44246,4,4,Stable
CUST44247,3,3,Stable
CUST44248,1,3,increasing
CUST44249,14,5,decreasing
CUST44251,2,3,increasing
CUST44252,2,2,Stable
CUST44254,2,4,increasing
CUST44255,3,3,Stable
CUST44256,4,2,decreasing
CUST44257,2,2,Stable
CUST44258,2,1,decreasing
CUST44259,13,14,increasing
CUST44260,1,1,Stable
CUST44262,7,8,increasing
CUST44263,4,4,Stable
CUST44264,18,17,decreasing
CUST44265,5,7,increasing
CUST44266,10,15,increasing
CUST44267,2,3,increasing
CUST44268,4,2,decreasing
CUST44269,1,1,Stable
CUST44271,5,2,decreasing
CUST44273,2,4,increasing
CUST44274,2,1,decreasing
CUST44276,2,1,decreasing
CUST44278,2,1,decreasing
CUST44280,6,5,decreasing
CUST44281,3,1,decreasing
CUST44283,4,6,increasing
CUST44285,1,3,increasing
CUST44287,1,2,increasing
CUST44288,4,5,increasing
CUST44289,4,2,decreasing
CUST44290,5,8,increasing
CUST44291,1,3,increasing
CUST44292,1,2,increasing
CUST44293,1,3,increasing
CUST44295,2,2,Stable
CUST44296,3,3,Stable
CUST44297,2,2,Stable
CUST44298,9,5,decreasing
CUST44299,3,2,decreasing
CUST44300,1,1,Stable
CUST44301,3,11,increasing
CUST44302,3,3,Stable
CUST44303,18,19,increasing
CUST44304,2,3,increasing
CUST44305,2,1,decreasing
CUST44306,4,5,increasing
CUST44307,1,2,increasing
CUST44308,3,3,Stable
CUST44309,9,6,decreasing
CUST44310,2,1,decreasing
CUST44311,1,1,Stable
CUST44312,4,4,Stable
CUST44313,4,5,increasing
CUST44315,1,2,increasing
CUST44316,4,4,Stable
CUST44317,1,2,increasing
CUST44318,1,1,Stable
CUST44319,1,2,increasing
CUST44320,2,4,increasing
CUST44322,5,2,decreasing
CUST44324,3,3,Stable
CUST44325,1,2,increasing
CUST44326,3,3,Stable
CUST44327,1,1,Stable
CUST44328,4,2,decreasing
CUST44329,1,1,Stable
CUST44330,3,2,decreasing
CUST44331,12,9,decreasing
CUST44332,8,9,increasing
CUST44334,3,2,decreasing
CUST44335,5,5,Stable
CUST44337,4,2,decreasing
CUST44338,1,1,Stable
CUST44339,7,6,decreasing
CUST44343,1,1,Stable
CUST44344,2,2,Stable
CUST44345,8,2,decreasing
CUST44346,2,2,Stable
CUST44347,5,5,Stable
CUST44348,2,1,decreasing
CUST44353,4,5,increasing
CUST44354,3,2,decreasing
CUST44355,2,2,Stable
CUST44356,3,3,Stable
CUST44357,6,4,decreasing
CUST44358,2,3,increasing
CUST44360,1,2,increasing
CUST44361,1,1,Stable
CUST44362,11,8,decreasing
CUST44363,1,1,Stable
CUST44364,1,1,Stable
CUST44365,17,15,decreasing
CUST44366,19,19,Stable
CUST44367,16,13,decreasing
CUST44368,3,3,Stable
CUST44369,3,1,decreasing
CUST44370,1,2,increasing
CUST44371,2,1,decreasing
CUST44372,22,22,Stable
CUST44374,2,2,Stable
CUST44375,8,6,decreasing
CUST44376,2,2,Stable
CUST44377,3,3,Stable
CUST44378,2,1,decreasing
CUST44379,2,2,Stable
CUST44381,21,25,increasing
CUST44383,1,1,Stable
CUST44385,1,1,Stable
CUST44387,2,1,decreasing
CUST44388,1,2,increasing
CUST44389,2,1,decreasing
CUST44390,3,8,increasing
CUST44391,2,2,Stable
CUST44392,1,2,increasing
CUST44393,4,2,decreasing
CUST44394,8,9,increasing
CUST44395,3,3,Stable
CUST44397,3,3,Stable
CUST44398,2,2,Stable
CUST44399,1,1,Stable
CUST44402,26,23,decreasing
CUST44403,4,7,increasing
CUST44404,2,2,Stable
CUST44406,2,5,increasing
CUST44407,2,1,decreasing
CUST44408,7,2,decreasing
CUST44410,1,1,Stable
CUST44411,1,1,Stable
CUST44414,5,4,decreasing
CUST44415,4,4,Stable
CUST44417,15,15,Stable
CUST44420,1,1,Stable
CUST44422,2,4,increasing
CUST44423,11,15,increasing
CUST44424,3,2,decreasing
CUST44426,25,25,Stable
CUST44427,1,2,increasing
CUST44428,2,2,Stable
CUST44429,30,30,Stable
CUST44430,1,2,increasing
CUST44431,2,2,Stable
CUST44432,1,1,Stable
CUST44433,8,6,decreasing
CUST44434,2,1,decreasing
CUST44435,2,2,Stable
CUST44436,32,32,Stable
CUST44437,1,2,increasing
CUST44439,2,2,Stable
CUST44441,10,5,decreasing
CUST44442,1,1,Stable
CUST44443,1,1,Stable
CUST44444,1,1,Stable
CUST44445,4,2,decreasing
CUST44447,1,1,Stable
CUST44448,1,1,Stable
CUST44449,1,1,Stable
CUST44450,9,12,increasing
CUST44451,6,4,decreasing
CUST44453,2,4,increasing
CUST44454,2,2,Stable
CUST44455,15,11,decreasing
CUST44456,2,5,increasing
CUST44457,2,1,decreasing
CUST44459,3,3,Stable
CUST44460,4,4,Stable
CUST44461,2,4,increasing
CUST44462,5,5,Stable
CUST44463,2,2,Stable
CUST44464,2,2,Stable
CUST44465,1,2,increasing
CUST44466,4,1,decreasing
CUST44467,2,1,decreasing
CUST44468,2,4,increasing
CUST44469,1,1,Stable
CUST44470,11,6,decreasing
CUST44471,3,4,increasing
CUST44472,1,2,increasing
CUST44473,2,1,decreasing
CUST44474,6,8,increasing
CUST44475,6,5,decreasing
CUST44476,5,4,decreasing
CUST44477,3,3,Stable
CUST44478,3,1,decreasing
CUST44479,1,1,Stable
CUST44480,16,16,Stable
CUST44481,6,8,increasing
CUST44482,3,4,increasing
CUST44483,3,2,decreasing
CUST44484,3,4,increasing
CUST44485,4,2,decreasing
CUST44486,1,2,increasing
CUST44488,3,1,decreasing
CUST44490,9,4,decreasing
CUST44491,1,1,Stable
CUST44492,2,1,decreasing
CUST44493,2,1,decreasing
CUST44494,1,1,Stable
CUST44495,7,8,increasing
CUST44497,2,4,increasing
CUST44498,3,4,increasing
CUST44499,2,1,decreasing
CUST44500,1,1,Stable
CUST44501,2,1,decreasing
CUST44502,35,35,Stable
CUST44503,9,7,decreasing
CUST44504,2,3,increasing
CUST44506,1,1,Stable
CUST44509,3,4,increasing
CUST44510,5,7,increasing
CUST44511,5,1,decreasing
CUST44512,2,2,Stable
CUST44513,1,2,increasing
CUST44514,6,1,decreasing
CUST44516,3,6,increasing
CUST44517,8,4,decreasing
CUST44518,2,2,Stable
CUST44519,3,3,Stable
CUST44521,3,5,increasing
CUST44522,1,1,Stable
CUST44523,1,2,increasing
CUST44524,2,1,decreasing
CUST44525,1,1,Stable
CUST44526,3,4,increasing
CUST44527,4,3,decreasing
CUST44528,2,2,Stable
CUST44529,1,1,Stable
CUST44530,6,5,decreasing
CUST44531,6,5,decreasing
CUST44532,1,2,increasing
CUST44534,3,3,Stable
CUST44535,7,9,increasing
CUST44536,9,3,decreasing
CUST44537,2,1,decreasing
CUST44538,2,4,increasing
CUST44539,4,4,Stable
CUST44540,2,7,increasing
CUST44541,1,2,increasing
CUST44542,3,2,decreasing
CUST44543,11,14,increasing
CUST44544,1,1,Stable
CUST44545,8,6,decreasing
CUST44546,4,7,increasing
CUST44547,3,2,decreasing
CUST44548,4,3,decreasing
CUST44549,8,2,decreasing
CUST44550,1,2,increasing
CUST44552,26,26,Stable
CUST44553,4,4,Stable
CUST44554,21,18,decreasing
CUST44556,2,1,decreasing
CUST44557,1,1,Stable
CUST44558,3,5,increasing
CUST44559,1,2,increasing
CUST44560,1,1,Stable
CUST44561,4,4,Stable
CUST44562,7,4,decreasing
CUST44563,16,16,Stable
CUST44564,2,1,decreasing
CUST44565,6,5,decreasing
CUST44566,2,1,decreasing
CUST44567,1,2,increasing
CUST44568,1,3,increasing
CUST44569,2,2,Stable
CUST44570,2,3,increasing
CUST44571,2,2,Stable
CUST44572,1,1,Stable
CUST44574,3,1,decreasing
CUST44575,2,1,decreasing
CUST44576,1,1,Stable
CUST44577,2,1,decreasing
CUST44578,1,5,increasing
CUST44579,4,4,Stable
CUST44581,1,1,Stable
CUST44582,1,1,Stable
CUST44583,12,10,decreasing
CUST44584,3,3,Stable
CUST44586,3,3,Stable
CUST44587,6,10,increasing
CUST44588,3,1,decreasing
CUST44589,3,3,Stable
CUST44590,4,1,decreasing
CUST44591,2,1,decreasing
CUST44593,1,2,increasing
CUST44594,4,4,Stable
CUST44595,4,4,Stable
CUST44596,2,2,Stable
CUST44597,1,2,increasing
CUST44598,4,7,increasing
CUST44599,1,1,Stable
CUST44600,13,22,increasing
CUST44601,5,5,Stable
CUST44602,4,4,Stable
CUST44603,31,31,Stable
CUST44604,1,1,Stable
CUST44605,4,3,decreasing
CUST44607,3,3,Stable
CUST44608,2,1,decreasing
CUST44609,2,1,decreasing
CUST44611,2,1,decreasing
CUST44612,1,1,Stable
CUST44613,4,3,decreasing
CUST44614,1,1,Stable
CUST44615,1,1,Stable
CUST44616,1,1,Stable
CUST44618,9,9,Stable
CUST44619,9,9,Stable
CUST44620,2,3,increasing
CUST44621,2,2,Stable
CUST44622,3,5,increasing
CUST44623,1,1,Stable
CUST44625,7,10,increasing
CUST44626,2,1,decreasing
CUST44627,3,3,Stable
CUST44628,5,9,increasing
CUST44629,4,2,decreasing
CUST44630,4,16,increasing
CUST44631,1,3,increasing
CUST44632,1,1,Stable
CUST44633,20,20,Stable
CUST44634,1,1,Stable
CUST44635,40,40,Stable
CUST44636,1,1,Stable
CUST44637,9,5,decreasing
CUST44638,4,3,decreasing
CUST44639,1,2,increasing
CUST44640,2,3,increasing
CUST44641,1,1,Stable
CUST44642,7,5,decreasing
CUST44644,26,26,Stable
CUST44645,4,2,decreasing
CUST44646,1,1,Stable
CUST44647,2,2,Stable
CUST44648,1,7,increasing
CUST44649,1,1,Stable
CUST44650,1,2,increasing
CUST44653,3,5,increasing
CUST44654,2,2,Stable
CUST44655,1,1,Stable
CUST44657,2,1,decreasing
CUST44658,40,40,Stable
CUST44659,4,6,increasing
CUST44660,13,8,decreasing
CUST44661,1,2,increasing
CUST44662,4,3,decreasing
CUST44663,3,1,decreasing
CUST44665,5,4,decreasing
CUST44667,13,12,decreasing
CUST44668,2,1,decreasing
CUST44669,2,4,increasing
CUST44670,1,3,increasing
CUST44671,2,1,decreasing
CUST44672,1,2,increasing
CUST44673,12,8,decreasing
CUST44674,3,5,increasing
CUST44675,19,14,decreasing
CUST44676,5,6,increasing
CUST44678,2,1,decreasing
CUST44679,3,2,decreasing
CUST44680,1,2,increasing
CUST44681,2,1,decreasing
CUST44682,1,2,increasing
CUST44683,24,24,Stable
CUST44684,7,9,increasing
